순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"761","컴퓨터/모바일","나만의 해킹 랩 만들기","K722636944","9791158391898","93500","위키북스","IPUSIRON 지음, 양현 외 옮김","42,000","37,800","4,200","10%","2,100점","20200205","660"
"762","컴퓨터/모바일","프리미어 프로 CC 2020 무작정 따라하기","K912638023","9791165210304","03000","길벗","이현석.김나현 지음","24,000","21,600","2,400","10%","1,200점","20200313","650"
"763","컴퓨터/모바일","아두이노 배우면서 사물 인터넷(loT) 직접 코딩하기 :  NodeMCU를 활용한 사물 인터넷","K482635423","9791185553542","13000","앤써북","서민우.박준원 지음","22,000","19,800","2,200","10%","1,100점","20190710","635"
"764","컴퓨터/모바일","엑셀과 파워포인트 2013","8970508538","9788970508535","93000","생능출판사","홍의경.박종학 지음","24,000","24,000","0","0%","1,200점","20150828","633"
"765","컴퓨터/모바일","코딩맨 1~10 세트 - 전10권","K322636014","9791156398066","","다산어린이","송아론.k프로덕션 지음, 김기수 그림, 이정 감수","86,000","77,400","8,600","10%","4,300점","20191028","620"
"766","컴퓨터/모바일","CentOS 리눅스 구축관리실무","K352434034","9791195178636","13500","수퍼유저코리아","정우영 지음","35,000","35,000","0","0%","1,750점","20160301","619"
"767","컴퓨터/모바일","테스트 주도 개발 시작하기 Test-Driven Development","8980783051","9788980783052","","가메출판사","최범균 지음","20,000","18,000","2,000","10%","1,000점","20200218","600"
"768","컴퓨터/모바일","파이썬으로 시작하는 로봇 활용 SW 교육 : 햄스터","8931461879","9788931461879","93000","영진.com(영진닷컴)","황준.연승욱.박광현 지음","18,000","16,200","1,800","10%","900점","20200306","600"
"769","컴퓨터/모바일","OS가 보이는 그림책","8931555792","9788931555790","13000","성안당","ANK Co., Ltd. 지음, 이영란 옮김","17,000","15,300","1,700","10%","850점","20180831","598"
"770","컴퓨터/모바일","리눅스 프로그래밍 기초","K372433755","9791156641964","93000","한빛아카데미(교재)","최태영 외 지음","20,000","20,000","0","0%","0점","20150815","593"
"771","컴퓨터/모바일","디지털 영상처리 입문","1156641764","9791156641766","93000","한빛아카데미(교재)","신종홍.장선봉.지인호 지음","25,000","25,000","0","0%","0점","20150210","593"
"772","컴퓨터/모바일","실전 악성코드와 멀웨어 분석","8960774871","9788960774872","94000","에이콘출판","마이클 시코스키 외 지음, 여성구 외 옮김","45,000","40,500","4,500","10%","2,250점","20131029","587"
"773","컴퓨터/모바일","짜릿짜릿 전자회로 DIY 플러스","8966261884","9788966261888","93000","인사이트","찰스 플랫 지음, 김현규 옮김","32,000","28,800","3,200","10%","1,600점","20161130","578"
"774","컴퓨터/모바일","SQL로 맛보는 데이터 전처리 분석","K432636840","9791190014694","93000","비제이퍼블릭","노수영 지음","24,000","21,600","2,400","10%","1,200점","20200131","575"
"775","컴퓨터/모바일","C 언어로 배우는 8051 마이크로프로세서","1156641276","9791156641278","93000","한빛아카데미(교재)","임석구 지음","25,000","25,000","0","0%","0점","20140728","574"
"776","컴퓨터/모바일","Advanced! 리눅스 시스템 네트워크 프로그래밍","8980782810","9788980782819","13560","가메출판사","김선영 지음","28,000","25,200","2,800","10%","1,400점","20160506","572"
"777","컴퓨터/모바일","Python 실습으로 기초부터","8994044965","9788994044965","93560","서현사","이진영 지음","21,000","21,000","0","0%","630점","20170825","557"
"778","컴퓨터/모바일","디지털 논리 설계와 컴퓨터 구조","8998338866","9788998338862","93000","카오스북","데이비드 머니 해리스.사라 L. 해리스 지음, 강영흥 외 옮김","35,000","35,000","0","0%","0점","20160305","557"
"779","컴퓨터/모바일","Solidworks로 배우는 3차원 모델링","K372531826","9791185504872","93550","진샘미디어","김종헌 지음","29,000","29,000","0","0%","0점","20170831","536"
"780","컴퓨터/모바일","커니핸 교수의 Hello, Digital World","K762531005","9791185890999","93560","제이펍","브라이언 W. 커니핸 지음, 하성창 옮김","23,000","20,700","2,300","10%","1,150점","20170808","525"
"781","컴퓨터/모바일","문제로 풀어 보는 C언어 정석","8970508201","9788970508207","93000","생능출판사","홍경호 지음","26,000","26,000","0","0%","1,300점","20141125","525"
"782","컴퓨터/모바일","오픈 소스 소프트웨어로 실습하는 소프트웨어 공학","8970508988","9788970508986","93000","생능출판사","정인상 지음","32,000","32,000","0","0%","960점","20170228","522"
"783","컴퓨터/모바일","R을 활용한 머신러닝 3/e","K422637919","9791161753928","93000","에이콘출판","브레트 란츠 지음, 윤성진 외 옮김","36,000","32,400","3,600","10%","1,800점","20200227","520"
"784","컴퓨터/모바일","CSS3 + JavaScript와 함께 하는 HTML5 웹 프로그래밍","K982534665","9791162890059","93000","북스홀릭퍼블리싱","조동영 지음","27,000","27,000","0","0%","0점","20180827","518"
"785","컴퓨터/모바일","스케치업 2017 완전정복","8962851881","9788962851885","13000","대가","신명철 지음","38,000","34,200","3,800","10%","1,900점","20170920","517"
"786","컴퓨터/모바일","문과생이 판치는 소프트웨어 개발","K502635784","9791162996010","03000","북랩","윤도준 지음","14,000","12,600","1,400","10%","700점","20190410","509"
"787","컴퓨터/모바일","파이썬 Jupyter Notebook 실전 입문","K452532354","9791161340210","13000","터닝포인트","이케우치 다카히로 외 지음, 원인재 옮김, 조인석 감수","25,000","22,500","2,500","10%","1,250점","20180601","505"
"788","컴퓨터/모바일","알고리즘","8955501439","9788955501438","93560","사이텍미디어(희중당)","Rich Neapolitan & Kumarss Naimipour 지음, 도경구 옮김","28,000","28,000","0","0%","1,400점","20040701","504"
"789","컴퓨터/모바일","한번에 이해되는 Oracle SQL & PL/SQL","1185578080","9791185578088","93000","인피니티북스","김수환 지음","28,000","25,200","2,800","10%","1,400점","20140719","493"
"790","컴퓨터/모바일","창의적 문제 해결을 위한 파이썬 프로그래밍","K662637207","9791188831395","","연두에디션","김진일.윤장혁 지음","23,000","23,000","0","0%","0점","20200210","490"
"791","컴퓨터/모바일","전공자를 위한 C 언어 프로그래밍","K962534217","9791156643708","93000","한빛아카데미(교재)","주우석 지음","29,000","29,000","0","0%","0점","20181214","480"
"792","컴퓨터/모바일","Python과 TensorFlow로 구현한 인공지능","8955027648","9788955027648","93500","글로벌","이권윤.이상부 지음","17,000","15,300","1,700","10%","850점","20180903","480"
"793","컴퓨터/모바일","Job 준비를 위한 Excel 2016","K732534226","9791162890097","14000","북스홀릭퍼블리싱","김양희.권순홍 지음","15,000","15,000","0","0%","0점","20190107","465"
"794","컴퓨터/모바일","SPSS를 이용한 통계학","K652638682","9791160733761","","경문사(경문북스)","조완현 외 지음","25,000","25,000","0","0%","750점","20200302","460"
"795","컴퓨터/모바일","네트워크 보안 에센셜","K992536392","9791185504766","93560","진샘미디어","윌리엄 스톨링스 지음, 이재광.전태일 옮김","30,000","30,000","0","0%","0점","20170228","442"
"796","컴퓨터/모바일","4차 산업혁명시대의 IT/IS 운영전략","K302637002","9791165160296","93320","계명대학교출판부","최무진 지음","22,000","22,000","0","0%","1,100점","20200131","440"
"797","컴퓨터/모바일","x64dbg 디버거를 활용한 리버싱과 시스템 해킹의 원리","K712638421","9791185578644","93000","인피니티북스","김민수 지음","24,000","24,000","0","0%","1,200점","20200318","430"
"798","컴퓨터/모바일","파이썬 튜토리얼","K432635284","9791156006473","93000","홍릉(홍릉과학출판사)","장혜진 지음","32,000","32,000","0","0%","0점","20190225","428"
"799","컴퓨터/모바일","설계 프로세스로 배우는 창의적 공학설계","1156641098","9791156641094","93560","한빛아카데미(교재)","노승환 지음","20,000","20,000","0","0%","0점","20140627","420"
"800","컴퓨터/모바일","Introduction To Information Security With a Workbook 연습문제 (정보보호개론)","8993163421","9788993163421","93000","이한출판사","이문구 지음","21,000","21,000","0","0%","630점","20180301","416"
"801","컴퓨터/모바일","오라클 튜닝 에센셜","K262636825","9791196707125","93560","글봄크리에이티브","박찬권 지음","25,000","22,500","2,500","10%","1,250점","20200102","415"
"802","컴퓨터/모바일","AutoCAD 도면 속성 완성하기","K932635869","9791159064784","93550","복두출판사","이해원 외 지음","15,000","15,000","0","0%","750점","20190220","415"
"803","컴퓨터/모바일","정보통신개론 (김창환 외)","K792533755","9791159064197","93560","복두출판사","김창환.이종두.김명생 지음","23,000","23,000","0","0%","1,150점","20180801","411"
"804","컴퓨터/모바일","제대로 배우는 MATLAB & Simulink","K452638508","9791156644828","93560","한빛아카데미(교재)","방성완 지음","29,000","29,000","0","0%","1,450점","20200305","410"
"805","컴퓨터/모바일","컴퓨팅 사고력 프로그래밍 Python","8993163626","9788993163629","","앤아이컴즈","김충석 지음","22,000","22,000","0","0%","0점","20200214","410"
"806","컴퓨터/모바일","한글 2014","8998955288","9788998955281","13000","아티오","김미영 지음","12,000","10,800","1,200","10%","600점","20150720","409"
"807","컴퓨터/모바일","허교수의 ARM Mbed 프로그래밍 입문","K642635144","9791188621651","93000","제이펍","허경용 지음","27,000","24,300","2,700","10%","1,350점","20190808","408"
"808","컴퓨터/모바일","메이커 다은쌤의 TINKERCAD & FDM 3D PRINTING 세트","893146164X","9788931461640","14000","영진.com(영진닷컴)","전다은 지음","23,000","20,700","2,300","10%","1,150점","20191010","388"
"809","컴퓨터/모바일","이공학도를 위한 수치해석","8996621188","9788996621188","93410","학산미디어","Abdelwahab Kharab 외 지음, 백태현 외 옮김","30,000","30,000","0","0%","0점","20130820","380"
"810","컴퓨터/모바일","엑셀 & 파워포인트 2016 + 한글 2014 무작정 따라하기","K832434823","9791186978580","03000","길벗","박미정.박은진 지음","17,000","15,300","1,700","10%","850점","20160219","376"
"811","컴퓨터/모바일","C++ 프로그래밍 기초","1156641047","9791156641049","93000","한빛아카데미(교재)","성윤정.김태은 지음","22,000","22,000","0","0%","0점","20140306","371"
"812","컴퓨터/모바일","Git 교과서","K872638022","9791165210885","93000","길벗","이호진 지음","20,000","18,000","2,000","10%","1,000점","20200316","370"
"813","컴퓨터/모바일","컴퓨터 영어","8970187472","9788970187471","93560","기한재","김웅철 지음","13,000","13,000","0","0%","650점","20150120","353"
"814","컴퓨터/모바일","파워포인트 2013 for Beginner","1156641284","9791156641285","93000","한빛아카데미(교재)","최희식 지음","10,000","10,000","0","0%","0점","20141027","348"
"815","컴퓨터/모바일","그림과 예제로 쉽게 배우는 C프로그래밍","K162534551","9791189057091","","휴먼싸이언스","조준호.이완범.주수종 지음","25,000","23,750","1,250","5%","1,250점","20190220","345"
"816","컴퓨터/모바일","메이커를 위한 아두이노의 모든것","8965402689","9788965402688","","프리렉","이준원 지음","22,000","19,800","2,200","10%","1,100점","20200316","340"
"817","컴퓨터/모바일","기적을 부르는 안드로이드 통신 프로그래밍","K332636002","9791195570546","93000","투에이치앤에스","박헌재 지음","46,000","41,400","4,600","10%","2,300점","20191202","340"
"818","컴퓨터/모바일","처음 시작하는 CINEMA 4D","K942636071","9791195421053","03000","마루인터내셔널(주)","Tamura Makoto 지음, 배현수 옮김","26,000","23,400","2,600","10%","1,300점","20190801","340"
"819","컴퓨터/모바일","정보보호 관리체계 구축 및 활용","8970507884","9788970507880","93000","생능출판사","장상수 지음","27,000","27,000","0","0%","1,350점","20150608","321"
"820","컴퓨터/모바일","순서도 기반 프로그래밍","893530526X","9788935305261","","정익사","김대식.주낙근 지음","23,000","23,000","0","0%","0점","20150302","296"
"821","컴퓨터/모바일","C언어 기반의 데이터구조","8957272925","9788957272923","","그린","김행곤.손이경 지음","16,000","16,000","0","0%","0점","20190305","293"
"822","컴퓨터/모바일","컴퓨터 알고리즘의 이해","K012434467","9791158901196","93560","이화여자대학교출판문화원","이상호 지음","20,000","20,000","0","0%","0점","20151012","283"
"823","컴퓨터/모바일","파이썬과 파이게임","895727300X","9788957273005","","그린","정선호 지음","28,000","28,000","0","0%","840점","20200225","260"
"824","컴퓨터/모바일","2016 Level Up 엑셀 & 파워포인트","8966284302","9788966284306","","오성미디어","천양하 지음","18,000","18,000","0","0%","540점","20170225","239"
"825","컴퓨터/모바일","VR 마케팅 교과서","K072638501","9791188314454","","유엑스리뷰","헨리 스튜어트 지음, 이지애 옮김","23,000","20,700","2,300","10%","1,150점","20200306","230"
"826","컴퓨터/모바일","Nginx HTTP 서버","K572638423","9791161754017","93000","에이콘출판","끌레망 네델꾸 지음, 박성철.구인본 옮김","35,000","31,500","3,500","10%","1,750점","20200331","220"
"827","컴퓨터/모바일","정보와 컴퓨터 활용","K172536886","9791187106050","13000","라온","양경승 지음","21,000","21,000","0","0%","630점","20170302","160"
"828","컴퓨터/모바일","데스 스트랜딩 아트북","8952745523","9788952745521","03650","시공아트","타이탄 북스 지음, 김민섭 옮김","37,000","33,300","3,700","10%","1,850점","20200128","4215"
"829","컴퓨터/모바일","Head First Java","8979143710","9788979143713","13000","한빛미디어","케이시 시에라 외 지음, 서환수 옮김","28,000","25,200","2,800","10%","1,400점","20051120","2947"
"830","컴퓨터/모바일","알고리즘 트레이닝 : 프로그래밍 대회 입문 가이드","8966262449","9788966262441","93000","인사이트","안티 라크소넨 지음, 조승현.김진현 옮김","25,000","22,500","2,500","10%","1,250점","20190509","2808"
"831","컴퓨터/모바일","컴퓨터 과학이 여는 세계","8966261434","9788966261437","93000","인사이트","이광근 지음","18,000","16,200","1,800","10%","900점","20150526","2751"
"832","컴퓨터/모바일","실용주의 프로그래머","8966261035","9788966261031","14000","인사이트","앤드류 헌트 & 데이비드 토머스 지음, 김창준 외 옮김","25,000","22,500","2,500","10%","1,250점","20140328","2748"
"833","컴퓨터/모바일","처음 배우는 딥러닝 수학","K062532198","9791162240441","93000","한빛미디어","와쿠이 요시유키.와쿠이 사다미 지음, 박광수 옮김","25,000","22,500","2,500","10%","1,250점","20180201","2533"
"834","컴퓨터/모바일","리버싱 핵심 원리","8966260527","9788966260522","13560","인사이트","이승원 지음","48,000","43,200","4,800","10%","2,400점","20120910","2506"
"835","컴퓨터/모바일","윤성우의 열혈 파이썬 : 기초편","8996094080","9788996094081","13000","오렌지미디어","윤성우 지음","16,000","14,400","1,600","10%","800점","20181120","2474"
"836","컴퓨터/모바일","엑셀의 신 회사에서 쓰는 실무 엑셀","8960305014","9788960305014","13000","황금부엉이","심지은 지음","25,800","23,220","2,580","10%","1,290점","20180307","2464"
"837","컴퓨터/모바일","포토샵 사전","K942636808","9791188621798","13000","제이펍","우보명 지음","24,000","21,600","2,400","10%","1,200점","20191126","2456"
"838","컴퓨터/모바일","송쌤의 엔트리 코딩 학교","K422531023","9791185890647","13000","제이펍","송상수 지음","18,000","16,200","1,800","10%","900점","20170921","2431"
"839","컴퓨터/모바일","The 쉽게 배우는 인체 드로잉","8960882364","9788960882362","13560","디지털북스(아이생각)","이준구 지음","20,000","18,000","2,000","10%","1,000점","20180920","2370"
"840","컴퓨터/모바일","유니티 쉐이더 스타트업","K672531826","9791186573167","13000","비엘북스","정종필(대마왕) 지음, Pope Kim 감수","39,000","35,100","3,900","10%","1,950점","20170925","2333"
"841","컴퓨터/모바일","Do it! 웹 사이트 기획 입문","K712531219","9791187370987","13000","이지스퍼블리싱","이정원 지음","23,000","20,700","2,300","10%","1,150점","20170829","2311"
"842","컴퓨터/모바일","커리어 스킬","K662635470","9791160507621","93000","길벗","존 손메즈 지음, 이미령 옮김","28,000","25,200","2,800","10%","1,400점","20190410","2308"
"843","컴퓨터/모바일","모두의 아두이노","K742535778","9791187345206","93560","길벗","다카모토 다카요리 지음, 장진희 옮김","16,000","14,400","1,600","10%","800점","20160613","2300"
"844","컴퓨터/모바일","인디자인 CC 2018 무작정 따라하기","K372533227","9791160505108","03000","길벗","문현정 지음","25,000","22,500","2,500","10%","1,250점","20180630","2286"
"845","컴퓨터/모바일","아두이노, 상상을 현실로 만드는 프로젝트 입문편","8931449747","9788931449747","14000","영진.com(영진닷컴)","최재규.이준혁 지음","18,000","16,200","1,800","10%","900점","20151019","2267"
"846","컴퓨터/모바일","쇼핑몰 가이드북 이젠 나도! 네이버 스마트스토어","8931555725","9788931555721","13000","성안당","신승희.황윤정 지음","19,800","17,820","1,980","10%","990점","20200108","2230"
"847","컴퓨터/모바일","빅데이터 인문학 : 진격의 서막","8958288159","9788958288152","03900","사계절","에레즈 에이든 외 지음, 김재중 옮김","22,000","19,800","2,200","10%","1,100점","20150123","2150"
"848","컴퓨터/모바일","GOF의 디자인 패턴","6000835492","9791195444953","93560","프로텍미디어","에릭 감마 외 지음, 김정아 옮김","26,000","26,000","0","0%","0점","20150326","2119"
"849","컴퓨터/모바일","AI 마인드","K372635419","9791161340517","03200","터닝포인트","마틴 포드 지음, 김대영 외 옮김","22,000","19,800","2,200","10%","1,100점","20190701","2082"
"850","컴퓨터/모바일","칼퇴족 김 대리는 알고 나만 모르는 SQL 기초편","1195247907","9791195247905","13000","책밥","김지훈 지음, 김재현 감수","11,000","9,900","1,100","10%","550점","20140905","2025"
"851","컴퓨터/모바일","(사용자를) 생각하게 하지 마!","8966261213","9788966261215","13000","인사이트","스티브 크룩 지음, 이미령 옮김","18,000","16,200","1,800","10%","900점","20141130","2022"
"852","컴퓨터/모바일","윈도우 10 무작정 따라하기","K192533045","9791160505306","03000","길벗","고경희 지음","21,000","18,900","2,100","10%","1,050점","20180810","2020"
"853","컴퓨터/모바일","좋아 보이는 것들의 비밀, 편집 & 그리드","8966189458","9788966189458","03600","길벗","이민기 지음","26,000","23,400","2,600","10%","1,300점","20150501","1956"
"854","컴퓨터/모바일","맛있는 디자인 프리미어 프로 CC 2019 & 프리미어 러시","K752635587","9791162241806","13000","한빛미디어","김덕영.심수진.윤성우 지음","24,000","21,600","2,400","10%","1,200점","20190430","1938"
"855","컴퓨터/모바일","파이썬으로 다시 배우는 핵심 고등 수학","K872636584","9791158391775","93500","위키북스","타니지리 카오리 지음, 김범준 옮김","25,000","22,500","2,500","10%","1,250점","20191107","1866"
"856","컴퓨터/모바일","윈도우즈 API 정복 1","8979144210","9788979144215","18000","한빛미디어","김상형 지음","30,000","27,000","3,000","10%","1,500점","20060626","1834"
"857","컴퓨터/모바일","파이썬 날코딩으로 알고 짜는 딥러닝","K532635938","9791162242001","93000","한빛미디어","윤덕호 지음","45,000","40,500","4,500","10%","2,250점","20190715","1805"
"858","컴퓨터/모바일","한번에 통과하는 논문 : AMOS 구조방정식 활용과 SPSS 고급 분석","K172534925","9791156644347","03310","한빛아카데미(교재)","히든그레이스 논문통계팀 지음","28,000","28,000","0","0%","0점","20181224","1805"
"859","컴퓨터/모바일","실습과 그림으로 배우는 리눅스 구조","K842534140","9791162241523","93000","한빛미디어","다케우치 사토루 지음, 신준희 옮김","24,000","21,600","2,400","10%","1,200점","20190220","1712"
"860","컴퓨터/모바일","모던 자바 인 액션","K042635140","9791162242025","93000","한빛미디어","라울-게이브리얼 우르마 외 지음, 우정은 옮김","34,000","30,600","3,400","10%","1,700점","20190801","1600"
"861","컴퓨터/모바일","개발자와 DBA를 위한 Real MySQL","8992939000","9788992939003","93560","위키북스","이성욱 지음","45,000","40,500","4,500","10%","2,250점","20120508","1596"
"862","컴퓨터/모바일","R Cookbook","8966260373","9788966260379","13560","인사이트","폴 티터 지음, 이제원 옮김, 유충현 감수","32,000","28,800","3,200","10%","1,600점","20120628","1595"
"863","컴퓨터/모바일","모두의 라즈베리 파이 with 파이썬","K062534931","9791160507027","93000","길벗","이시이 모루나.에사키 노리히데 지음, 서수환 옮김","26,000","23,400","2,600","10%","1,300점","20190120","1585"
"864","컴퓨터/모바일","새별의 파워포인트 디자인 수업","8925557592","9788925557595","13000","알에이치코리아(RHK)","유새별 지음","20,000","18,000","2,000","10%","1,000점","20151126","1574"
"865","컴퓨터/모바일","좋아 보이는 것들의 비밀, 컬러","K752532915","9791160504163","03600","길벗","김정해 지음","25,000","22,500","2,500","10%","1,250점","20180202","1547"
"866","컴퓨터/모바일","파이썬 웹 프로그래밍 실전편","K812636589","9791162242261","93000","한빛미디어","김석훈 지음","32,000","28,800","3,200","10%","1,600점","20191101","1541"
"867","컴퓨터/모바일","파이썬으로 배우는 통계학 교과서","K272636000","9791162242452","93000","한빛미디어","바바 신야 지음, 윤웅식 옮김","30,000","27,000","3,000","10%","1,500점","20191122","1536"
"868","컴퓨터/모바일","인프라 엔지니어의 교과서","8966187609","9788966187607","93000","길벗","사노 유타카 지음, 김성재 옮김","13,800","12,420","1,380","10%","690점","20140623","1528"
"869","컴퓨터/모바일","게임 프로그래밍 패턴","896848287X","9788968482878","93000","한빛미디어","로버트 나이스트롬 지음, 박일 옮김","35,000","31,500","3,500","10%","1,750점","20160601","1495"
"870","컴퓨터/모바일","피, 땀, 픽셀","K942533638","9791162241028","13000","한빛미디어","제이슨 슈라이어 지음, 권혜정 옮김","18,000","16,200","1,800","10%","900점","20180803","1485"
"871","컴퓨터/모바일","돈 1도 안 쓰고 잘 나가는 유튜브를 위한 동영상 편집 하루만에 끝내기","K772635075","9791189114046","03800","힐북","이용태 지음","19,000","17,100","1,900","10%","950점","20190401","1480"
"872","컴퓨터/모바일","좋아 보이는 것들의 비밀, 인포그래픽","8966186963","9788966186969","03600","길벗","김묘영 지음","25,000","22,500","2,500","10%","1,250점","20140225","1478"
"873","컴퓨터/모바일","정보 디자인 교과서","8970593586","9788970593586","93630","안그라픽스","오병근.강성중 지음","23,000","20,700","2,300","10%","1,150점","20080416","1470"
"874","컴퓨터/모바일","쇼핑몰.오픈마켓.네이버 스마트스토어.종합쇼핑몰 상세페이지 제작","K512534834","9791185553238","13000","앤써북","김대용.김덕주 지음","17,500","15,750","1,750","10%","870점","20190115","1464"
"875","컴퓨터/모바일","C 기초 플러스 6판","8931555318","9788931555318","13000","성안당","Stephen Prata 지음, 윤성일.이선민.조혜란 옮김","38,000","38,000","0","0%","0점","20171211","1460"
"876","컴퓨터/모바일","내일이 간직할 오늘, 유튜브 브이로그 만들기","K272534259","9791186925690","13000","책밥","yesiamyulia(이슬기) 지음","15,000","13,500","1,500","10%","750점","20190304","1454"
"877","컴퓨터/모바일","하마터면 글로벌셀러 할 뻔했다","8956747946","9788956747941","13000","정보문화사","방선영.황성환 지음","15,000","13,500","1,500","10%","750점","20181205","1439"
"878","컴퓨터/모바일","만화로 배우는 리눅스 시스템 관리 1","K402535106","9791187345824","93560","길벗","Piro 지음, 서수환 옮김","15,000","13,500","1,500","10%","750점","20160905","1431"
"879","컴퓨터/모바일","파이썬으로 배우는 누구나 코딩","K922636763","9791156006916","93000","홍릉(홍릉과학출판사)","강환수.신용현 지음","25,000","25,000","0","0%","750점","20190826","1377"
"880","컴퓨터/모바일","가장 쉬운 유니티 게임 제작","8956748314","9788956748313","13000","정보문화사","김민석 지음","25,000","22,500","2,500","10%","1,250점","20190510","1372"
"881","컴퓨터/모바일","가볍게 시작하는 통계학습","K282434541","9791186710050","93000","루비페이퍼","Gareth James 외 지음, 마이클 옮김","34,000","30,600","3,400","10%","1,700점","20160418","1352"
"882","컴퓨터/모바일","실전 리액트 프로그래밍","8966262465","9788966262465","93000","인사이트","이재승 지음","32,000","28,800","3,200","10%","1,600점","20190617","1350"
"883","컴퓨터/모바일","마인크래프트 네더와 엔드 가이드","8931456514","9788931456516","14690","영진.com(영진닷컴)","Mojang AB 지음","12,000","10,800","1,200","10%","600점","20171030","1345"
"884","컴퓨터/모바일","파이토치 첫걸음","K362635401","9791162241899","93000","한빛미디어","최건호 지음","23,000","20,700","2,300","10%","1,150점","20190607","1335"
"885","컴퓨터/모바일","Jump using JMP","K562636995","9791196770709","13500","practical press(프랙티컬프레스)","신익주 지음","28,000","25,200","2,800","10%","1,400점","20191031","1325"
"886","컴퓨터/모바일","성공하는 프로그래밍 공부법","8997924419","9788997924417","93000","로드북","박재성 외 지음","17,000","15,300","1,700","10%","850점","20180910","1324"
"887","컴퓨터/모바일","교복 소녀 일러스트 메이커 1","K512635137","9791196702618","13650","네오아카데미","프로피.후와리.소야 지음","28,000","25,200","2,800","10%","1,400점","20190719","1308"
"888","컴퓨터/모바일","MATLAB으로 배우는 공학 수치해석","K522533732","9791156643999","93560","한빛아카데미(교재)","방성완 지음","24,000","24,000","0","0%","0점","20180720","1292"
"889","컴퓨터/모바일","인공지능","8970509593","9788970509594","93000","생능출판사","이건명 지음","35,000","35,000","0","0%","1,050점","20180903","1288"
"890","컴퓨터/모바일","스프링 마이크로서비스 코딩 공작소","K862534215","9791160506815","93000","길벗","존 카넬 지음, 정성권 옮김","33,000","29,700","3,300","10%","1,650점","20181228","1284"
"891","컴퓨터/모바일","Node.js 디자인 패턴","8931459424","9788931459425","13000","영진.com(영진닷컴)","Mario Casciaro.Luciano Mammino 지음, 김성원 옮김","27,000","24,300","2,700","10%","1,350점","20181020","1273"
"892","컴퓨터/모바일","The Art of Game Design","8960771457","9788960771451","14560","에이콘출판","제시 셸 지음, 전유택.이형민 옮김","30,000","27,000","3,000","10%","1,500점","20100730","1269"
"893","컴퓨터/모바일","모두의 스크래치 : 블록 쌓기로 배우는 프로그래밍 기초 개념 (스크래치 3 기준, 무료 동영상 강의 제공)","K232636770","9791160509243","93000","길벗","문혜영 지음","20,000","18,000","2,000","10%","1,000점","20190925","1261"
"894","컴퓨터/모바일","마인크래프트 공식 가이드북","8931453167","9788931453164","14690","영진.com(영진닷컴)","Mojang 지음","10,000","9,000","1,000","10%","500점","20160905","1248"
"895","컴퓨터/모바일","개발자도 궁금한 IT 인프라","K192532458","9791188621224","03000","제이펍","정송화.김영선.전성민 지음","20,000","18,000","2,000","10%","1,000점","20180611","1224"
"896","컴퓨터/모바일","태블로 굿모닝 굿애프터눈","K682636921","9791190014588","93000","비제이퍼블릭","강승일.송재환 지음","33,000","29,700","3,300","10%","1,650점","20191227","1200"
"897","컴퓨터/모바일","Power C++","8992649363","9788992649360","93560","인피니티북스","천인국 지음","27,000","27,000","0","0%","1,350점","20100111","1200"
"898","컴퓨터/모바일","웹 기획 프로세스","K672534107","9791156644323","93000","한빛아카데미(교재)","강은정 지음","24,000","24,000","0","0%","0점","20181125","1194"
"899","컴퓨터/모바일","R까기 2","K022434781","9791195091294","94000","느린생각","박찬성.우현종.김희석 지음","36,000","32,400","3,600","10%","1,800점","20151111","1188"
"900","컴퓨터/모바일","유튜브, 이젠 나도! 유튜버","8931556152","9788931556155","13000","성안당","전은재 지음","19,800","17,820","1,980","10%","990점","20190815","1184"
"901","컴퓨터/모바일","실전 게임 제작으로 배우는 언리얼 엔진 4","8968482802","9788968482809","93000","한빛미디어","미나토 카즈히사 지음, 윤인성 옮김","45,000","40,500","4,500","10%","2,250점","20160601","1181"
"902","컴퓨터/모바일","믹스 테크닉 99","8992456697","9788992456692","03670","SRM(SRmusic)","쿠즈마키 요시로 지음, 최정훈 감수","18,000","16,200","1,800","10%","900점","20100201","1180"
"903","컴퓨터/모바일","마인크래프트로 배우는 파이썬 프로그래밍","K312535995","9791185890609","93000","제이펍","크레이그 리처드슨 지음, 배장열 옮김","25,000","22,500","2,500","10%","1,250점","20160810","1174"
"904","컴퓨터/모바일","자바의 신 - 전2권","899792432X","9788997924325","94000","로드북","이상민 지음, 김성박.박재성 감수","30,000","27,000","3,000","10%","1,500점","20170623","1168"
"905","컴퓨터/모바일","디스커버리 Go 언어","8968482683","9788968482687","93000","한빛미디어","염재현 지음","22,000","19,800","2,200","10%","1,100점","20160318","1155"
"906","컴퓨터/모바일","지니어스키트로 배우는 마이크로비트","K632635559","9791188621514","63000","제이펍","아이씨뱅큐(ICbanQ) 지음","18,000","16,200","1,800","10%","900점","20190905","1143"
"907","컴퓨터/모바일","크리에이티브 CINEMA 4D","K292532601","9791186697542","93000","비제이퍼블릭","김기봉 지음","35,000","31,500","3,500","10%","1,750점","20180228","1139"
"908","컴퓨터/모바일","데이터베이스 설계 및 구축","8970507191","9788970507194","93000","생능출판사","오세종 지음","20,000","20,000","0","0%","1,000점","20120215","1137"
